substance_id,cid,substance_name,substance_class,source,target_name,gene,species,affinity_type,affinity_nm_raw,ki_nm,reference,pmid,assay_description,endogenous,primary_target
cid:5360696,5360696,Dextromethorphan,Substituted_morphinans,chembl,CHEMBL5849,,,EC50,3235.94,,,,Agonist activity at MRGPRX2 (unknown origin) expressed in HTLA cells assessed as induction of beta-arrestin 2 recruitmen,,
cid:5360696,5360696,Dextromethorphan,Substituted_morphinans,bindingdb,Cytochrome P450 2D1,,Rat,IC50,264000.0,264000.0,,,,,
cid:5360696,5360696,Dextromethorphan,Substituted_morphinans,bindingdb,Cytochrome P450 2D26,,Rat,IC50,5600.0,5600.0,,,,,
cid:5360696,5360696,Dextromethorphan,Substituted_morphinans,bindingdb,Cytochrome P450 2D3,,Rat,IC50,18600.0,18600.0,,,,,
cid:5360696,5360696,Dextromethorphan,Substituted_morphinans,bindingdb,Cytochrome P450 2D4,,Rat,IC50,136000.0,136000.0,,,,,
cid:5360696,5360696,Dextromethorphan,Substituted_morphinans,bindingdb,Cytochrome P450 2D6,,Human,IC50,41.0,41.0,,,,,
cid:5360696,5360696,Dextromethorphan,Substituted_morphinans,bindingdb,Cytochrome P450 2J2,,Human,IC50,,,,,,,
cid:5360696,5360696,Dextromethorphan,Substituted_morphinans,bindingdb,"Glutamate receptor ionotropic, NMDA 1/2A",,Human,IC50,1040.0,1040.0,,,,,
cid:5360696,5360696,Dextromethorphan,Substituted_morphinans,bindingdb,Muscarinic acetylcholine receptor M2,,Rat,Ki,,,,,,,
cid:5360696,5360696,Dextromethorphan,Substituted_morphinans,bindingdb,Sigma non-opioid intracellular receptor 1,,Rat,Ki,5070.0,5070.0,,,,,
cid:5360696,5360696,Dextromethorphan,Substituted_morphinans,bindingdb,Sodium-dependent serotonin transporter,,Human,IC50,33000.0,33000.0,,,,,
cid:10100,10100,Dextropropoxyphene,Phenylpropylamine,chembl,CHEMBL368,,,IC50,,,,,Antimicrobial activity against Trypanosoma cruzi,,
cid:10100,10100,Dextropropoxyphene,Phenylpropylamine,chembl,CHEMBL612348,,,IC50,,,,,Antimicrobial activity against Trypanosoma brucei rhodesiense,,
cid:10100,10100,Dextropropoxyphene,Phenylpropylamine,chembl,CHEMBL612851,,,IC50,,,,,Antimicrobial activity against Trypanosoma brucei brucei,,
cid:10100,10100,Dextropropoxyphene,Phenylpropylamine,chembl,CHEMBL612849,,,IC50,,,,,Antimicrobial activity against Trypanosoma brucei,,
cid:10100,10100,Dextropropoxyphene,Phenylpropylamine,chembl,CHEMBL612884,,,IC50,,,,,Antimicrobial activity against Trichomonas vaginalis,,
cid:10100,10100,Dextropropoxyphene,Phenylpropylamine,chembl,CHEMBL612888,,,IC50,,,,,Antimicrobial activity against Toxoplasma gondii,,
cid:10100,10100,Dextropropoxyphene,Phenylpropylamine,chembl,CHEMBL613064,,,IC50,,,,,Antimicrobial activity against Pneumocystis carinii,,
cid:10100,10100,Dextropropoxyphene,Phenylpropylamine,chembl,CHEMBL364,,,IC50,,,,,Antimicrobial activity against Plasmodium falciparum,,
cid:10100,10100,Dextropropoxyphene,Phenylpropylamine,chembl,CHEMBL2366686,,,IC50,,,,,Antimicrobial activity against Leishmania,,
cid:10100,10100,Dextropropoxyphene,Phenylpropylamine,chembl,CHEMBL612880,,,IC50,,,,,Antimicrobial activity against Leishmania mexicana,,
cid:10100,10100,Dextropropoxyphene,Phenylpropylamine,chembl,CHEMBL612879,,,IC50,,,,,Antimicrobial activity against Leishmania major,,
cid:10100,10100,Dextropropoxyphene,Phenylpropylamine,chembl,CHEMBL612848,,,IC50,,,,,Antimicrobial activity against Leishmania infantum,,
cid:10100,10100,Dextropropoxyphene,Phenylpropylamine,chembl,CHEMBL367,,,IC50,,,,,Antimicrobial activity against Leishmania donovani,,
cid:10100,10100,Dextropropoxyphene,Phenylpropylamine,chembl,CHEMBL612877,,,IC50,,,,,Antimicrobial activity against Leishmania amazonensis,,
cid:10100,10100,Dextropropoxyphene,Phenylpropylamine,chembl,CHEMBL612853,,,IC50,,,,,Antimicrobial activity against Entamoeba histolytica,,
cid:10100,10100,Dextropropoxyphene,Phenylpropylamine,bindingdb,Delta-type opioid receptor,,Rat,Ki,380.0,380.0,,,,,
cid:26903,26903,DiPT,Substituted_tryptamines,bindingdb,5-hydroxytryptamine receptor 1A,,Human,Ki,120.5,120.5,,,,,
cid:26903,26903,DiPT,Substituted_tryptamines,bindingdb,5-hydroxytryptamine receptor 1D,,Human,Ki,3742.0,3742.0,,,,,
cid:26903,26903,DiPT,Substituted_tryptamines,bindingdb,5-hydroxytryptamine receptor 2A,,Human,Ki,,,,,,,
cid:26903,26903,DiPT,Substituted_tryptamines,bindingdb,5-hydroxytryptamine receptor 2B,,Human,Ki,398.5,398.5,,,,,
cid:26903,26903,DiPT,Substituted_tryptamines,bindingdb,5-hydroxytryptamine receptor 5A,,Human,Ki,,,,,,,
cid:26903,26903,DiPT,Substituted_tryptamines,bindingdb,5-hydroxytryptamine receptor 6,,Human,Ki,,,,,,,
cid:26903,26903,DiPT,Substituted_tryptamines,bindingdb,Alpha-1B adrenergic receptor,,Human,Ki,,,,,,,
cid:26903,26903,DiPT,Substituted_tryptamines,bindingdb,Alpha-2C adrenergic receptor,,Human,Ki,2523.0,2523.0,,,,,
cid:26903,26903,DiPT,Substituted_tryptamines,bindingdb,Beta-1 adrenergic receptor,,Human,Ki,,,,,,,
cid:26903,26903,DiPT,Substituted_tryptamines,bindingdb,Beta-2 adrenergic receptor,,Human,Ki,,,,,,,
cid:26903,26903,DiPT,Substituted_tryptamines,bindingdb,Cannabinoid receptor 1,,Human,Ki,,,,,,,
cid:26903,26903,DiPT,Substituted_tryptamines,bindingdb,D(2) dopamine receptor,,Human,Ki,,,,,,,
cid:26903,26903,DiPT,Substituted_tryptamines,bindingdb,D(4) dopamine receptor,,Human,Ki,,,,,,,
cid:26903,26903,DiPT,Substituted_tryptamines,bindingdb,Gamma-aminobutyric acid receptor subunit alpha-1,,Human,Ki,,,,,,,
cid:26903,26903,DiPT,Substituted_tryptamines,bindingdb,Histamine H2 receptor,,Human,Ki,,,,,,,
cid:26903,26903,DiPT,Substituted_tryptamines,bindingdb,Histamine H4 receptor,,Human,Ki,,,,,,,
cid:26903,26903,DiPT,Substituted_tryptamines,bindingdb,Mu-type opioid receptor,,Human,Ki,,,,,,,
cid:26903,26903,DiPT,Substituted_tryptamines,bindingdb,Muscarinic acetylcholine receptor M2,,Human,Ki,,,,,,,
cid:26903,26903,DiPT,Substituted_tryptamines,bindingdb,Muscarinic acetylcholine receptor M3,,Human,Ki,,,,,,,
cid:26903,26903,DiPT,Substituted_tryptamines,bindingdb,Muscarinic acetylcholine receptor M5,,Human,Ki,,,,,,,
cid:26903,26903,DiPT,Substituted_tryptamines,bindingdb,Nischarin,,Human,Ki,356.0,356.0,,,,,
cid:26903,26903,DiPT,Substituted_tryptamines,bindingdb,Prostaglandin E2 receptor EP3 subtype,,Human,Ki,,,,,,,
cid:26903,26903,DiPT,Substituted_tryptamines,bindingdb,Sigma non-opioid intracellular receptor 1,,Human,Ki,1798.0,1798.0,,,,,
cid:26903,26903,DiPT,Substituted_tryptamines,bindingdb,Sodium-dependent dopamine transporter,,Human,Ki,,,,,,,
cid:26903,26903,DiPT,Substituted_tryptamines,bindingdb,Sodium-dependent noradrenaline transporter,,Human,Ki,,,,,,,
cid:26903,26903,DiPT,Substituted_tryptamines,bindingdb,Vasopressin V1b receptor,,Human,Ki,,,,,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,5-HT1A,HTR1A,BOVINE,Ki,10000.0,10000.0,"DOMPERT ET AL., 1985",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,5-HT3,HTR3A,RAT,Ki,10000.0,10000.0,"NELSON & THOMAS, 1989",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Benzodiazepine,,BOVINE,Ki,10.0,10.0,"Costanzo A, et al., 1999",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Benzodiazepine,,RAT,Ki,180.0,180.0,"Yamagishi H, et al., 1998",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Benzodiazepine,,RAT,Ki,193.0,193.0,"Yamagishi H, et al., 1998",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Benzodiazepine,,RAT,Ki,12.0,12.0,"Yamagishi H, et al., 1998",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Benzodiazepine,,RAT,Ki,30.8,30.8,"Yamagishi H, et al., 1998",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Benzodiazepine,,RAT,Ki,53.0,53.0,"Hoogerkamp,Arends,Bomers,Mandema,Voskuyl,Damhof 96",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Alpha1Beta3Gamma2,,HUMAN,Ki,16.8,16.8,"Hadingham K, et al., 1995",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Alpha6Beta3Gamma2,,HUMAN,Ki,10000.0,10000.0,"Hadingham K, et al., 1995",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Alpha1Beta1Gamma2,,HUMAN,Ki,16.3,16.3,"Pritchett DB, Luddens H, Seeburg PH, 1989",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Alpha2Beta1Gamma2,,HUMAN,Ki,16.9,16.9,"Pritchett DB, Luddens H, Seeburg PH, 1989",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Alpha3Beta1Gamma2,,HUMAN,Ki,17.0,17.0,"Pritchett DB, Luddens H, Seeburg PH, 1989",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A,,RAT,Ki,38.0,38.0,"Giusti P, et al., 1993",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A,,RAT,Ki,42.0,42.0,"Giusti P, et al., 1993",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A,,RAT,Ki,43.0,43.0,"Giusti P, et al., 1993",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,DOPAMINE D1,DRD1,RAT,Ki,10000.0,10000.0,"Billard W, et al., 1984",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,DOPAMINE D2,DRD2,RAT,Ki,10000.0,10000.0,"Billard W, et al., 1984",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA,,RAT,Ki,20.0,20.0,"Massotti M, et al., 1991",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA,,RAT,Ki,18.0,18.0,"Massotti M, et al., 1991",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA,,RAT,Ki,22.0,22.0,"Massotti M, et al., 1991",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA,,RAT,Ki,19.0,19.0,"Massotti M, et al., 1991",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA,,RAT,Ki,26.0,26.0,"Massotti M, et al., 1991",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,Cholecystokinin,,RAT,Ki,10000.0,10000.0,"Evans BE et al., 1986",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A alpha2,,RAT,Ki,4.8,4.8,"Griebel G et al., 2001",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A alpha5,,RAT,Ki,13.4,13.4,"Griebel G et al., 2001",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Alpha1Beta2Gamma2,,RAT,Ki,14.0,14.0,"Griebel G et al., 2001",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Alpha2Beta2Gamma2,,RAT,Ki,7.8,7.8,"Griebel G et al., 2001",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Alpha3Beta2Gamma2,,RAT,Ki,13.9,13.9,"Griebel G et al., 2001",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Alpha5Beta3Gamma2,,RAT,Ki,9.8,9.8,"Griebel G et al., 2001",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A alpha1,,RAT,Ki,5.8,5.8,"Griebel G et al., 2001",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A alpha1,,HUMAN,Ki,14.0,14.0,"Carling RW, et al., 2005",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A alpha2,,HUMAN,Ki,20.0,20.0,"Carling RW, et al., 2005",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A alpha3,,HUMAN,Ki,15.0,15.0,"Carling RW, et al., 2005",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Benzodiazepine,,RAT,Ki,6.8,6.8,"Grunwald C, et al., 2006",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Alpha1Beta3Gamma2,,HUMAN,Ki,13.0,13.0,"Russell MG, et al., 2006",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Alpha3Beta3Gamma2,,HUMAN,Ki,33.0,33.0,"Russell MG, et al., 2006",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Benzodiazepine,,BOVINE,Ki,10.0,10.0,"Costanzo A, et al., 1999",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA receptor alpha-3 subunit,Gabra3,RAT,Ki,14.0,14.0,"Guerrini G et al., 2007",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA receptor alpha-5 subunit,GABRA5,RAT,Ki,9.80000019073486,9.80000019073486,"Guerrini G et al., 2007",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA receptor alpha-2 subunit,GABRA2,RAT,Ki,15.0,15.0,"Taliani S et al., 2009",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA receptor alpha-5 subunit,GABRA5,RAT,Ki,9.80000019073486,9.80000019073486,"Taliani S et al., 2009",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Alpha5Beta3Gamma2,,HUMAN,Ki,11.0,11.0,"Clayton, Terry et. al. 2015",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Alpha3Beta3Gamma2,,HUMAN,Ki,15.0,15.0,"Clayton, Terry et. al. 2015",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Alpha2Beta3Gamma2,,HUMAN,Ki,20.0,20.0,"Clayton, Terry et. al. 2015",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Alpha1Beta3Gamma2,,HUMAN,Ki,14.0,14.0,"Clayton, Terry et. al. 2015",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Alpha1Beta2Gamma2,,RAT,Ki,14.0,14.0,"Costanzo A et al., 2002",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Alpha2Beta2Gamma2,,RAT,Ki,7.8,7.8,"Costanzo A et al., 2002",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Alpha3Beta2Gamma2,,RAT,Ki,13.9,13.9,"Costanzo A et al., 2002",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Alpha5Beta3Gamma2,,RAT,Ki,9.8,9.8,"Costanzo A et al., 2002",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,alpha1beta3gamma2,,HUMAN,Ki,14.0,14.0,"Clayton, Terry et. al. 2015",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,alpha2beta3gamma2,,HUMAN,Ki,20.0,20.0,"Clayton, Terry et. al. 2015",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,alpha3beta3gamma2,,HUMAN,Ki,15.0,15.0,"Clayton, Terry et. al. 2015",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,alpha5beta3gamma2,,HUMAN,Ki,11.0,11.0,"Clayton, Terry et. al. 2015",,,,
cid:3016,3016,Diazepam,Benzodiazepines,pdsp,GABA A Benzodiazepine,,BOVINE,Ki,10.0,10.0,"Primofiore G, et al., 2006",,,,
cid:3016,3016,Diazepam,Benzodiazepines,iuphar,TRH<sub>1</sub> receptor,,Rat,pKi,,,5.2,,,False,False
cid:3016,3016,Diazepam,Benzodiazepines,iuphar,GABA<sub>A</sub> receptor &alpha;2 subunit,,Human,pKi,,,7.8,,,False,True
cid:3016,3016,Diazepam,Benzodiazepines,iuphar,GABA<sub>A</sub> receptor &alpha;3 subunit,,Human,pKi,,,7.8,,,False,True
cid:3016,3016,Diazepam,Benzodiazepines,iuphar,GABA<sub>A</sub> receptor &alpha;1 subunit,,Human,pKi,,,7.8,,,False,True
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL1907607,,,IC50,12.0,12.0,,,In vitro binding affinity for GABA-A receptor in rat cortical or hippocampal membranes using [3H]flunitrazepam,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL1907607,,,IC50,6.0,6.0,,,Effect on [3H]flunitrazepam binding to Benzodiazepine receptor,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL2094107,,,IC50,25.0,25.0,,,Inhibition of [3H]flunitrazepam binding to benzodiazepine receptor in bovine brain membrane,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL5742,,,IC50,123594743.34,123594743.34,,,Binding affinity of compound towards Benzodiazepine receptor in a competition assay,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL2093872,,,IC50,74000.0,74000.0,,,Displacement of [35S]TBPS from GABA-A receptor complex at low umolar concentration,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL2094133,,,IC50,12.0,12.0,,,Displacement of [3H]flunitrazepam from GABA-A central benzodiazepine receptor of mouse brain,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL1907607,,,IC50,28.0,28.0,,,Binding affinity against benzodiazepine site of gamma-aminobutyric-acid A receptor of rat cerebral cortex by using [3H]f,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL1907607,,,IC50,13.0,13.0,,,Binding affinity against benzodiazepine site of gamma-aminobutyric-acid A receptor of rat cerebral cortex by using [3H]f,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL1907607,,,IC50,1000.0,1000.0,,,Inhibition of Diazepam-Insensitive fraction of GABA-A benzodiazepine receptors,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL2093872,,,IC50,123594743.34,123594743.34,,,Binding affinity towards benzodiazepine/GABA A receptor.,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL1907607,,,IC50,6.0,6.0,,,Inhibitory concentration against specific binding of [3H]diazepam to Benzodiazepine receptor in rat brain,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL1907607,,,IC50,5.4,5.4,,,Binding affinity measured by [3H]diazepam binding assay in rat,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL1907607,,,IC50,20.0,20.0,,,Displacement of [3H]flunitrazepam from GABA-A receptor of rat cerebellar tissue,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL1907607,,,IC50,20.0,20.0,,,Displacement of [3H]flunitrazepam from GABA-A receptor of rat forebrain tissue,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL1907607,,,IC50,5.4,5.4,,,Displacement of [3H]diazepam binding in rat brain membranes,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL1907607,,,Ki,5.02,5.02,,,Displacing potential to [3H]diazepam binding to benzodiazepine receptor in Wistar rat cerebral cortex,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL1907607,,,Ki,14.0,14.0,,,Displacement of [3H]flunitrazepam from GABA-A Benzodiazepine receptor of rat brain membranes,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL1907607,,,Ki,6.6,6.6,,,Binding affinity for Diazepam-Sensitive fraction of GABA-A benzodiazepine receptors,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL2095167,,,Ki,16.0,16.0,,,Binding affinity for rat GABA-A receptor alpha-1-beta-2-gamma-2 subunits expressed in HEK293 cells,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL2111343,,,Ki,17.0,17.0,,,Binding affinity for rat GABA-A receptor alpha-3-beta-2-gamma-2 subunits expressed in HEK293 cells,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL612545,,,Ki,10000.0,10000.0,,,Binding affinity for rat GABA-A receptor alpha-4-beta-2-gamma-2 subunits expressed in HEK293 cells,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL612545,,,Ki,15.0,15.0,,,Binding affinity for rat GABA-A receptor alpha-5--beta-2-gamma-2 subunits expressed in HEK293 cells,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL2111365,,,Ki,10000.0,10000.0,,,Binding affinity for rat GABA-A receptor alpha-6-beta-2-gamma-2 subunits expressed in HEK293 cells,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL2095167,,,Ki,10000.0,10000.0,,,Binding affinity for mutant rat GABA-A receptor alpha-1-(arg)-beta-2-gamma-2 subunits expressed in HEK293 cells,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL612545,,,Ki,23.0,23.0,,,Binding affinity for mutant rat GABA-A receptor alpha-4-(his)-beta-2-gamma-2 subunits expressed in HEK293 cells,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL2111365,,,Ki,98.0,98.0,,,Binding affinity for mutant rat GABA-A receptor alpha-6-(his)-beta-2-gamma-2 subunits expressed in HEK293 cells,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL2111365,,,Ki,20.0,20.0,,,"Binding affinity for mutant rat GABA-A receptor alpha-6-(his,thr)beta2gamma2 subunits expressed in HEK293 cells",,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL2111365,,,Ki,9.0,9.0,,,"Binding affinity for mutant rat GABA-A receptor alpha-6-(his,thr,gly)beta2gamma2 subunits expressed in HEK293 cells",,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL2111365,,,Ki,2.1,2.1,,,"Binding affinity for mutant rat GABA-A receptor alpha-6-(his,thr,gly,val)beta2gamma2 subunits expressed in HEK293 cells",,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL612545,,,Ki,20.0,20.0,,,"Binding affinity to rat chimeric GABA-A receptor C6, alpha1-alpha6 chimeric subunit co-expressed with beta-2 gamma2 subu",,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL614629,,,EC50,80000.0,,,,Lymphotoxic activity against immortalized Ramos B cells in culture,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL214,,,EC50,,,,,Compound was tested for the inhibition of forskolin-stimulated adenylate cyclase at 5-hydroxytryptamine 1A receptor in g,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL2304407,,,EC50,,,,,Compound was tested for the inhibition of forskolin-stimulated adenylate cyclase at 5-hydroxytryptamine 1D receptor in g,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL612545,,,EC50,300000.0,,,,Inhibition of F1F0-ATPase hydrolysis activity in bovine submitochondrial particles,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL612545,,,EC50,210000.0,,,,Inhibition of F1F0-ATPase synthesis activity in bovine submitochondrial particles,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL614629,,,EC50,170000.0,,,,Induction of reactive oxygen species response in Ramos cells after 1 hr,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL397,,,EC50,200000.0,,,,Induction of reactive oxygen species response in Jurkat cells after 1 hr,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL614629,,,EC50,250000.0,,,,Induction of cell death in Ramos cells after 24 hrs,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL397,,,EC50,170000.0,,,,Induction of cell death in Jurkat cells after 24 hrs,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL612545,,,EC50,700.0,,,,Displacement of [3H]flunitrazepam from benzodiazepine receptor in rat brain cortex by scintillation counting,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL2094130,,,EC50,35.0,,,,Binding affinity to human alpha2beta3gamma2 GABA receptor expressed in Xenopus laevis oocytes,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL2095172,,,EC50,85.0,,,,Binding affinity to human alpha1beta2gamma2 GABA receptor expressed in Xenopus laevis oocytes,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL2094122,,,EC50,45.0,,,,Binding affinity to human alpha5beta3gamma2 GABA receptor expressed in Xenopus laevis oocytes,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL2094120,,,EC50,131.0,,,,Binding affinity to human alpha3beta3gamma2 GABA receptor expressed in Xenopus laevis oocytes,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL613606,,,EC50,69000.0,,,,Vasorelaxant activity in Wistar rat endothelium-intact thoracic aortic rings assessed as inhibition of phenylephrine-ind,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL4552,,,Kd,213.0,,,,Binding affinity constant for peripheral (mitochondrial) Benzodiazepine receptor,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL612545,,,Kd,5600.0,,,,In vitro binding to GABA-A benzodiazepine receptor of rat cerebral cortical membranes,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL3253,,,Kd,24547.09,,,,Binding affinity to human serum albumin by PAMPA method,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL1962,,,Kd,36.0,,,,Binding affinity to GABAA alpha-1-beta-2-gamma-2 receptor,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL5112,,,Kd,23.0,,,,Binding affinity to GABAA alpha-5-beta-2-gamma-2 receptor,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL612545,,,Kd,1.75,,,,Displacement of [3H]flumazenil from GABAA/BZD receptor in Sprague-Dawley rat cortical membrane after 35 mins by competit,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL612558,,,Kd,3240.0,,,,Binding affinity to Wistar rat brain lipid by TRANSIL assay,,
cid:3016,3016,Diazepam,Benzodiazepines,chembl,CHEMBL4817,,,Kd,15100.0,,,,Binding affinity to Wistar rat serum albumin,,
cid:3016,3016,Diazepam,Benzodiazepines,bindingdb,Albumin,,Human,Kd,24547.0,,,,,,
cid:3016,3016,Diazepam,Benzodiazepines,bindingdb,Albumin,,Rat,Kd,15100.0,,,,,,
cid:3016,3016,Diazepam,Benzodiazepines,bindingdb,Aldo-keto reductase family 1 member C1,,Human,IC50,5600.0,5600.0,,,,,
cid:3016,3016,Diazepam,Benzodiazepines,bindingdb,Aldo-keto reductase family 1 member C3,,Human,IC50,84000.0,84000.0,,,,,
cid:3016,3016,Diazepam,Benzodiazepines,bindingdb,Bile salt export pump,,Human,IC50,,,,,,,
cid:3016,3016,Diazepam,Benzodiazepines,bindingdb,Cholecystokinin receptor type A,,Rat,IC50,,,,,,,
cid:3016,3016,Diazepam,Benzodiazepines,bindingdb,Cholecystokinin receptor type A/Gastrin/cholecystokinin type B receptor,,Rat,IC50,,,,,,,
